Resource Type,Resource Name,Subject/Criteria,Age Group,Grades,Organizer,Organizer Location,Eligibility,Brief Description,Link to Resource,Minimum Grade,Maximum Grade,Organizer Country,Area,Broad Area ,RESOURCE CATEGORY,SNO.
Award,RBC/PEN Canada New Voices Award,Literature,18-30,12,PEN Canada,Canada,Ages 18-30,An annual award recognizing emerging Canadian writers with unpublished work.,https://pencanada.ca/newvoices/,12,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,286
Contest,Get to Know Contest,"Arts, Environment",5-18,k-12,Get to Know,International,Individually,An annual contest encouraging young people to connect with nature through art and writing.,https://www.gettoknow.ca/rules,0,12,Canada,Environment,"Arts & Humanities- Visual Arts, Performing Arts, Music, Literature, Creative Writing, History, Philosophy, Languages; Environmental & Natural Sciences- Environmental Science, Ecology, Nature Studies, Agriculture/Food Science",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,287
Contest,Read at the Fringe Literary Contest,Literature,9-14,4-9,Eden Mills Writers' Festival,Canada,Individually,A nationwide contest inviting writers to showcase their work at the Eden Mills Writers' Festival.,https://edenmillswritersfestival.ca/read-at-the-fringe-literary-contest/,4,9,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,288
Contest,Martyn Godfrey Young Writers Award,Creative Writing,10-15,4-9,Young Alberta Book Society,Alberta,Individually,An award for young writers in Alberta to showcase their creative writing skills.,https://www.yabs.ab.ca/martyn-godfrey-young-writers-award/,4,9,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,289
Contest,Blue Mountain Arts Poetry Contest,Poetry,5-18,k-12,Blue Mountain Arts,USA,Individually,A bi-annual poetry contest open to poets of all ages and nationalities.,https://www.sps.com/contest-3,0,12,USA,Literature,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,290
Prize,Creative Non-Fiction Prize,Non-Fiction Writing,5-18,k-12,The Malahat Review,Canada,Individually,An annual prize recognizing excellence in creative non-fiction writing.,https://www.malahatreview.ca/contests/creative_non-fiction_prize/info.html,0,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,291
Contest,River of Words,"Arts, Environment",5-18,k-12,Saint Mary's College,USA,Individually,"An annual contest combining art and poetry with environmental themes, inviting students worldwide.",https://www.stmarys-ca.edu/centers-institutes/center-environmental-literacy/river-of-words,0,12,USA,Environment,"Arts & Humanities- Visual Arts, Performing Arts, Music, Literature, Creative Writing, History, Philosophy, Languages; Environmental & Natural Sciences- Environmental Science, Ecology, Nature Studies, Agriculture/Food Science",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,292
Contest,Meaning of Home Contest,Writing,9-12,4-6,Habitat for Humanity,Canada,Individually,An annual writing contest for young Canadians to share their thoughts on what home means to them.,https://meaningofhome.ca/page/how-it-works,4,6,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,293
Contest,Alice Munro Festival of the Short Story Contest,Creative Writing,5-18,k-12,Alice Munro Festival,Canada,Individually,"An annual short story contest open to all ages, celebrating the legacy of Alice Munro.",https://alicemunrofest.submittable.com/submit?fbclid=IwAR1iGNY_vX9hp_8SL8jxsfOn7yT-V14-m5acg0Ko7QZYE4gNOhJ_7PHv4J4,0,12,Canada,Literature,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,294
Contest,IPB Writing Contest,Writing,5-18,K-12,IPB,International,International,Annual writing contest hosted by IPB for various age groups.,https://ipbcontest.weebly.com/,0,12,International,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,295
Contest,Stone Soup Contests,Writing,5-18,K-12,Stone Soup,USA,International,A platform for young writers to participate in contests across different writing genres.,https://stonesoup.com/contests/,0,12,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,296
Contest,Foyle Young Poets of the Year Award,Poetry,11-17,6-12,The Poetry Society,UK,International,An international poetry competition for young poets aged 11-17.,https://poetrysociety.org.uk/competitions/foyle-young-poets-of-the-year-award/,6,12,UK,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,297
Contest,Youth Journalism International Contest,Journalism,11-18,6-12,Youth Journalism International,International,International,A contest for young journalists to showcase their skills and win awards.,https://youthjournalism.org/contest/contest-rules/,6,12,International,Humanities,"Social Sciences & Philosophy- Social Studies, Law, Psychology, Economics, Business, Philosophy",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,298
Contest,One Page Dungeon Contest,"Creative Writing, Game Design",12-18,7-12,Dungeon Contest,USA,Open to all; international participants,An annual contest inviting participants to create a one-page dungeon for tabletop role-playing games.,https://www.dungeoncontest.com/,7,12,USA,"STEM, Humanities","Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,299
Contest,Power of the Pen Creative Writing Contest,Creative Writing,12-18,7-12,Hamilton Public Library,Canada,Open to all; international participants,A Canadian contest encouraging youth aged 12-18 to submit original poetry and short stories.,https://teens.hpl.ca/articles/power-pen-creative-writing-contest,7,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,300
Contest,Amazon Canada First Novel Award – Youth Short Story Category,Creative Writing,13-17,8-12,Amazon Canada & The Walrus,Canada,Canadian residents,"A Canadian contest for authors aged 13-17 to submit short stories under 3,000 words, with cash prizes.",https://thewalrus.ca/amazon-first-novel-award-youth/,8,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,301
Contest,American Invitational Mathematics Examination (AIME),Mathematics,15-18,10-12,Mathematical Association of America,USA,High school students scoring high on AMC 10 or AMC 12,"An international exam for high school students excelling in AMC, pathway to USA Math Olympiad.",https://maa.org/student-programs/amc/maa-american-mathematics-competitions-policies/,10,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,302
Contest,Let's Talk Science Challenge,STEM,9-14,6-8,Let's Talk Science,"London, Ontario",Open to Canadian students in Grades 6-8,"A national, team-based competition that engages students in STEM through interactive, hands-on activities and challenges.",https://letstalkscience.ca/programs/lets-talk-science-challenge,6,8,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,303
Contest,Sanofi Biogenius Canada,Biotechnology,16-18,10-12,Sanofi Canada,"Laval, Quebec",High school students across Canada,"Provides students with the opportunity to pursue biotechnology research projects under the mentorship of professional experts, fostering innovation and real-world scientific experience.",https://biogenius.ca/,10,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,304
Contest,Science Fair Foundation BC,Science,12-18,7-12,Science Fair Foundation BC,"Vancouver, BC",Students in British Columbia and Yukon,"Organizes regional science fairs, providing a platform for students to present their scientific research projects and potentially advance to national and international levels.",https://www.sciencefairs.ca/,7,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",305
Contest,Google Science Fair,"Science, Technology",13-18,8-12,Google,"Mountain View, CA",Global participation for students aged 13-18,"An online science competition encouraging students to submit innovative projects that address real-world challenges, with opportunities for scholarships and mentorship.",https://www.googlesciencefair.com/,8,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,306
Contest,FIRST Robotics Competition,"Robotics, Engineering",14-18,9-12,FIRST (For Inspiration and Recognition of Science and Technology),"Manchester, NH",High school students worldwide,"Teams of students design, build, and program robots to compete in themed challenges, promoting hands-on engineering and teamwork skills.",https://www.firstinspires.org/robotics/frc,9,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,307
Contest,Raspberry Pi Competition,"Computing, Engineering",12-18,7-12,Raspberry Pi Foundation,"Cambridge, UK",Students in the UK and Ireland; international entries may vary by year,"Challenges students to create innovative solutions to real-world problems using Raspberry Pi technology, fostering creativity and technical skills.",https://www.raspberrypi.org/competitions/,7,12,UK,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,308
Contest,Vancouver Writers Fest Youth Writing Contest,Writing,5-18,5-12,Vancouver Writers Fest,"Vancouver, BC",Open to students in British Columbia in grades 5-12,"An annual contest inviting students to submit short stories or personal essays, judged by esteemed members of the Vancouver literary community, with cash prizes and publication opportunities.",https://writersfest.bc.ca/youth/youth-writing-contest,5,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,313
Program,Bard on the Beach Young Shakespeareans,"Theatre, Drama, Arts",8-18,3-18,Bard on the Beach,"Vancouver, BC",Open to youth aged 8-18,"Workshops offering young people the chance to engage with Shakespeare's works through performance, guided by professional actors and directors, fostering a deep appreciation for theatre and literature.",https://bardonthebeach.org/education/training/young-shakespeareans/,3,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",314
Showcase,ArtStarts Showcase,Visual Arts,5-18,K-12,ArtStarts in Schools,"Vancouver, BC",Open to young visual artists in British Columbia,"An annual event that highlights performances and exhibitions by young artists, providing them with a platform to showcase their talents to educators, community presenters, and the public.",https://artstarts.com/showcase,0,12,Canada,Arts,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",315
Contest,BMO 1st Art! Competition,Visual Arts,17-18,12,Bank of Montreal (BMO),"Toronto, ON",Open to graduating high school students across Canada,"A national competition recognizing emerging visual artists, offering winners a cash prize and the opportunity to have their work exhibited in a major gallery.",https://www.bmo.com/main/about-bmo/community/bmo-1st-art/,12,12,Canada,Arts,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,316
Contest,Canada's Youth Remembrance Contests,"Writing, Visual Arts",6-18,1-12,The Royal Canadian Legion,"Ottawa, ON",Open to Canadian students in grades 1-12,"Annual contests encouraging youth to express their understanding of remembrance through poetry, essays, and posters, with opportunities for prizes and national recognition.",https://www.legion.ca/remembrance/youth-remembrance-contests,1,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,317
Online School,Abbotsford Virtual School,Multiple K-12,5-18,K-12,Abbotsford Virtual School,"Abbotsford, BC",K-12 students in British Columbia,Offers a wide range of online K-12 courses for students across BC.,https://avs.abbyschools.ca/,0,12,Canada,Various,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,318
Tutoring Center,Academy of Math & English,"Mathematics,  English",5-18,K-12,Academy of Math & English,Various Locations,Open to all K-12 students,Provides tutoring services in math and English for students across grades K-12.,https://academyofmathandenglish.com/,0,12,Canada,"Math, English","STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,319
Online School,Anchor Academy,Multiple K-12,5-18,K-12,Anchor Academy,"BC, Canada",K-12 students in British Columbia,An online school providing K-12 courses across British Columbia.,https://anchoracademy.ca/,0,12,Canada,Various,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,320
Online School,APEX,Multiple K-12,5-18,K-12,APEX,Online,Open to all K-12 students,A platform offering online courses for K-12 subjects.,https://apexlearning.com/,0,12,USA,Various,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,321
Problem-solving Program,Art of Problem Solving (AoPS),"Mathematics, Problem-solving",7-18,2-12,Art of Problem Solving (AoPS),Online,Grades 2-12,"Problem-solving and advanced math courses and resources, available online and in book format.",https://artofproblemsolving.com/,2,12,USA,"Math, Problem-solving","STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,322
Creative Workshop,ArtSpark,"Arts, Creative Workshops",5-18,K-12,ArtSpark,In-Person and Online,Open to all K-12 students,ArtSpark offers creative workshops for K-12 students focusing on arts and self-expression.,https://example.com/artspark,0,12,Canada,Arts,"Arts- Visual Arts, Performing Arts, Music",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,323
Online School,ASCEND Online School,Multiple K-12,5-18,K-12,ASCEND Online School,Online,K-12 students in Canada,ASCEND Online School provides a variety of K-12 subjects with flexible online learning options.,https://example.com/ascend_online,0,12,Canada,Various,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,324
Math Program,Beast Academy,"Mathematics, Problem-solving, Critical Thinking",7-10,2-5,Beast Academy,"Online, Books",Grades 2-5,Beast Academy is a math program for young learners focusing on problem-solving and critical thinking.,https://example.com/beast_academy,2,5,USA,Math,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,325
Museum,Beaty Biodiversity Museum (UBC),"Science, Biodiversity, Nature Exploration",5-18,K-12,Beaty Biodiversity Museum,In-person (UBC),Open to K-12 students,The Beaty Biodiversity Museum at UBC provides hands-on learning in science and biodiversity for K-12 students.,https://example.com/beaty_museum,0,12,Canada,Science,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,326
Online Learning Platform,Brilliant.org,"Mathematics, Science, Engineering, Computer Science",5-18,K-12,Brilliant.org,Online,Open to K-12 and beyond,Brilliant.org offers interactive courses in STEM fields for students K-12 and beyond.,https://example.com/brilliant,0,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,327
Online School,Bulkley Valley Christian Online School (BVCOS),Multiple K-12,5-18,K-12,Bulkley Valley Christian Online School,Online,All students K-12,Online school offering Christian education across various subjects for K-12 students.,https://www.bvcos.ca/,0,12,Canada,General Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,328
Online School,Burnaby Online,Multiple K-12,5-18,K-12,Burnaby School District,Online,All students K-12,"Online schooling option offering flexible curriculum for K-12 students in Burnaby, BC.",https://online.sd41.bc.ca/,0,12,Canada,General Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,329
Museum,Burnaby Village Museum (BC),"History, Hands-on learning",5-18,K-12,Burnaby Village Museum,BC,All students K-12,Museum offering hands-on learning experiences and historical insights for K-12 students.,https://www.burnabyvillagemuseum.ca/,0,12,Canada,History,"Social Sciences & Philosophy- Social Studies, Law, Psychology, Economics, Business, Philosophy",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,330
Coding Program,Canada Learning Code,"Coding, Digital Literacy",5-18,K-12,Canada Learning Code,"Online, In-Person",All students K-12,"Program offering coding and digital literacy classes for K-12 students, available online and in-person.",https://www.canadalearningcode.ca/,0,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,331
Online School,CHEK ABC,Multiple K-12,5-18,K-12,CHEK ABC,Online,All students K-12,Online Christian schooling option for K-12 students across BC.,https://www.chekabc.ca/,0,12,Canada,General Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,332
"Homeschooling Support, Full-Time Schooling",Christian Homelearners eStreams (CHeS),Multiple K-12,5-18,K-12,Christian Homelearners,Online,K-12 Students,An online homeschooling support and learning platform for Christian families.,https://www.christianhomelearners.com/,0,12,Canada,Various,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,333
"Workshops, In-Person Classes",Christianne’s Lyceum of Literature and Art,"Literature, Art, Storytelling",5-18,K-12,Christianne's Lyceum,In-Person,K-12 Students,"Offers workshops in literature, art, and storytelling for children.",https://www.christiannehayward.com/,0,12,Canada,"Humanities, Arts","Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,334
Adventure-based learning,Coast Mountain Academy,Outdoor experiential learning ,5-18,K-12,Coast Mountain Academy,In-Person,K-12 Students,Provides adventure-based learning and outdoor education programs.,https://coastmountainacademy.ca/,0,12,Canada,"Adventure, Outdoor Education","Sports & Adventure- Sports, Outdoor Education, Adventure Programs",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,335
"Full-Time Schooling, Enrichment",Coquitlam Open Learning,Multiple K-12,5-18,K-12,Coquitlam Open Learning,Online,K-12 Students,Online schooling option with enrichment programs.,https://www.sd43.bc.ca/Programs/onlinelearning/Pages/default.aspx,0,12,Canada,Various,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,337
Online Platform,Coursera,Multiple K-12,5-18,k-12,Coursera,Online,"Self-Paced, Instructor-Led",Coursera offers courses across various subjects for K-12 to higher education levels.,https://www.coursera.org,0,12,Global,"STEM, Humanities",Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,338
Online Course,CS50 by Harvard University,"Computer Science, Programming",17-30,12,Harvard University,Online,"Self-Paced, Certificate Option","CS50 is an introductory computer science course offered by Harvard, suitable for high school and university students.",https://cs50.harvard.edu,12,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,339
Online School,EBUS Academy,Multiple K-12,5-18,K-12,EBUS Academy,Online,"Full-Time Schooling, Enrichment","EBUS Academy provides online education for K-12 students, with full-time schooling and enrichment options.",https://www.ebus.ca,0,12,Canada,Various Subjects,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,340
Online School,École Virtuelle,Multiple K-12,5-18,K-12,École Virtuelle,Online,"Full-Time Schooling, Enrichment",École Virtuelle offers online education in various subjects for K-12 students.,https://www.ecolevirtuelle.com,0,12,Canada,Various Subjects,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,341
Online Platform,edX,"Computer Science, Science, Math, Humanities",5-18,k-12,edX,Online,"Self-Paced, Instructor-Led","edX provides a range of courses in computer science, science, math, and humanities for K-12 and higher education.",https://www.edx.org,0,12,Global,"STEM, Humanities",Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,342
Scholarship,Loran Scholars Foundation,Leadership & Community Service,17-18,12,Loran Scholars Foundation,Canada,Canadian high school students,Scholarship for students demonstrating leadership and commitment to community service.,https://loranscholar.ca/,12,12,Canada,Leadership,"Equity & Access- Scholarships for Women and Girls, Indigenous Student Support, Disability & Accessibility Support, Cultural & Heritage Support Programs, LGBTQ+ Student Resources, Financial Need Scholarships, Scholarships for Black Students",FINANCIAL AWARDS AND SUPPORT,344
Contest,Canadian Geographic Challenge,Geography,12-16,6-12,Canadian Geographic,Canada,Canadian students,A contest to test students' knowledge in Canadian geography.,https://www.canadiangeographic.ca/,6,12,Canada,Humanities,"Social Sciences & Philosophy- Social Studies, Law, Psychology, Economics, Business, Philosophy",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,345
Online Learning Platform,Elev8 DESK,"STEM, Robotics, Coding",12-18,7-12,Elev8 Education,Canada,Open to global students,"An online learning platform focusing on STEM education, robotics, and coding.",https://elev8education.com/desk,7,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,346
Online Learning Platform,Elev8 Homelinks,STEM,5-18,K-12,Elev8 Education,Canada,Open to global students,A homeschooling platform offering STEM education resources for students.,https://elev8education.com/homelinks,0,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,347
Private Academy,Eton Academy,Multiple K-12,5-18,K-12,Eton Academy,USA,Application Required,Eton Academy offers personalized learning programs for students with different learning needs.,http://www.etonacademy.org,0,12,USA,General Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,348
Private School,Evergreen Independent School,Multiple K-12,5-18,K-12,Evergreen School,Canada,Application Required,"Evergreen offers a flexible, independent learning environment for K-12 students.",http://www.evergreenindependentschool.com,0,12,Canada,General Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,349
Private School,Fawkes Academy DL,Multiple K-12,5-18,K-12,Fawkes Academy,Canada,Application Required,"Fawkes Academy offers a dynamic, personalized curriculum for students.",http://www.fawkesacademy.com,0,12,Canada,General Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,350
Learning Guide,Fieldwork Education,"STEM, Social Sciences, Humanities",5-18,K-12,Fieldwork Education,UK,Open to educators and schools globally,"Provides a range of educational resources and tools for teachers, focused on field-based learning experiences.",https://www.fieldworkeducation.com,0,12,United Kingdom,"STEM, Humanities",Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,351
Creative Writing Program,Firefly Creative Writing,"Creative Writing, Language Arts",6-18,K-12,Firefly Creative Writing,UK,Open to students aged 6-18 years,"Creative writing program offering courses to students looking to enhance their writing skills, including summer workshops.",https://www.fireflycreativewriting.com,0,12,United Kingdom,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,352
Outdoor Learning Program,Forest School BC,"Outdoor Education, Environmental Studies",3-12,K-7,Forest School BC,"British Columbia, Canada",Open to children aged 3-12 years in BC,A nature-based learning program where children experience outdoor education and learn through hands-on activities.,https://www.forestschoolbc.ca,0,7,Canada,"STEM, Environmental Education","Sports & Adventure- Sports, Outdoor Education, Adventure Programs",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,353
Online School,Fraser Valley Distance Education School (FVDES),Multiple K-12,5-19,K-12,Fraser Valley Distance Education School,"British Columbia, Canada",Open to students within the Fraser Valley region or who are eligible for distance learning,"Offers full-time, online K-12 education for students in BC, including specialized programs.",https://www.fvdes.ca,0,12,Canada,"STEM, Humanities",Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,354
Online Learning Platform,FutureLearn,Multiple K-12,17-18,12,FutureLearn,UK,"Open to all students globally, with some age restrictions for younger participants","An online learning platform offering courses across various disciplines, ranging from beginner to advanced levels.",https://www.futurelearn.com,12,12,United Kingdom,"STEM, Humanities, Arts, Leadership",Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,355
Program,Geering Up UBC,STEM,8-18,4-12,University of British Columbia,"Vancouver, BC",Various criteria depending on program,A STEM-focused outreach program for K-12 students offering workshops and camps.,https://www.geeringup.apsc.ubc.ca/,4,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,356
Online Courses,Harvard Online Courses,Multiple K-12,14-18,9-12,Harvard University,"Cambridge, MA",Open to all,Free online courses in various subjects from Harvard University.,https://online-learning.harvard.edu/,9,12,USA,Various,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,357
School,Heritage Christian Online School (HCOS),Multiple K-12,5-18,K-12,Heritage Christian Online School,Canada,Open to all,An online Christian school offering courses for all K-12 grades.,https://www.hcobc.ca/,0,12,Canada,Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,358
Program,Home Learners Program,Multiple K-12,5-18,K-12,Various Organizations,Varies,Must be homeschooled,A program designed for homeschooled students offering various learning resources.,https://www.homelearnersprogram.com/,0,12,Various,Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,359
Program,Home Quest,Multiple K-12,5-18,K-12,Various Organizations,Varies,Must be homeschooled,An online learning platform for homeschooled students.,https://www.homequest.ca/,0,12,Various,Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,360
Online School,iLearn Secondary School,Multiple K-12,14-18,8-12,iLearn Secondary School,Online,Open to grades 8-12,Provides homeschooling support and full-time schooling for grades 8-12.,https://ilearnhighschool.com,8,12,Canada,General Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,361
Tutoring Service,Indigo Education,"Creative Writing, Academic Subjects",5-18,K-12,Indigo Education,Online and In-Person,Open to K-12,"Offers customized tutoring, creative writing workshops, and academic support for K-12.",https://indigoeducation.com,0,12,Canada,Tutoring,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,362
Learning Community,Island Discovery Learning Community,"Experiential Learning, Family Support",5-18,K-12,Island Discovery Learning Community,Online and In-Person,Open to K-12,Focuses on experiential learning and provides personalized family support for homeschooling.,https://islanddiscovery.ca,0,12,Canada,Homeschooling,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,363
Practice Subscription,IXL Learning,"Mathematics, English, Science, Social Studies",5-18,K-12,IXL Learning,Online,Subscription-based,Subscription-based practice platform for K-12 subjects.,https://ixl.com,0,12,USA,Practice,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,364
Online School,Kamloops Open Online Learning (KOOL),Multiple K-12,5-18,K-12,Kamloops Open Online Learning (KOOL),Online,Open to K-12,Offers homeschooling support and full-time schooling for K-12 students.,https://kamloopsopenonlinelearning.ca,0,12,Canada,General Education,Multiple Areas K-12 ,ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,365
